,make,type,year,engine,mileage,price_in_azn
0,Peugeot, Partner,2022,1.5,0.0,40000.0
1,Opel, Astra,2009,1.4,257000.0,9000.0
2,Mercedes, S 350,2014,3.0,150000.0,103700.0
3,Fiat, Doblo,2022,1.4,0.0,45800.0
4,Kia, Optima,2014,2.0,215000.0,29900.0
5,DAF, XF 460 FT,2013,13.0,1000000.0,79000.0
6,Mercedes, E 200,2013,2.0,199500.0,39950.0
7,Hyundai, Sonata,2022,2.0,7000.0,55000.0
8,Hyundai, Elantra,2011,1.8,117000.0,19800.0
9,Mercedes, 280 E,1980,2.8,190000.0,6630.0
10,Toyota, Land Cruiser,2007,4.5,189586.0,30800.0
11,Toyota, Corolla,2020,1.8,78000.0,32300.0
12,Mercedes, C 300,2016,2.0,75000.0,50150.0
13,Hyundai, Sonata,2013,2.0,229000.0,23200.0
14,Mercedes, E 220,1999,2.2,220336.0,7900.0
15,Hyundai, Elantra,2012,1.8,307333.0,23000.0
16,Hyundai, i20,2008,1.2,201000.0,11800.0
17,Toyota, Corolla,2006,1.4,211000.0,14800.0
18,Mercedes, C 240,1999,2.4,288000.0,11200.0
19,BMW, X5,2013,3.0,204000.0,37400.0
20,Mitsubishi, Eclipse Cross,2023,2.0,0.0,47430.0
21,Mitsubishi, Pajero,1993,2.8,495000.0,8500.0
22,Mercedes, C 250,2013,1.8,101000.0,27800.0
23,LADA, (VAZ) 2106,2003,1.5,39870.0,4500.0
24,Kia, Optima,2011,2.4,205000.0,19500.0
25,Nissan, Tiida,2012,1.5,60000.0,14900.0
26,Hyundai, Sonata,2009,2.4,228000.0,19800.0
27,Hyundai, Elantra,2014,1.8,85000.0,23000.0
28,Kia, Optima,2014,2.0,113043.0,26800.0
29,Mercedes, E 240,2000,2.4,295000.0,14500.0
30,BMW, 330,2020,2.0,22000.0,69360.0
31,Chevrolet, Cruze,2015,1.4,175447.0,13000.0
32,Infiniti, JX35,2013,3.5,77000.0,37400.0
33,Volvo, FH 460,2014,13.0,975000.0,147000.0
34,Mitsubishi, Outlander,2023,2.5,0.0,71230.0
35,Toyota, Prius,2007,1.5,195000.0,13900.0
36,Land, Rover Range Rover,2022,3.0,0.0,419900.0
37,Toyota, Camry,2014,2.5,175600.0,41000.0
38,Lexus, LX 600,2023,3.5,0.0,303543.5
39,Mercedes, GLS 450,2022,3.0,0.0,249900.0
40,Toyota, Prius,2009,1.5,209666.0,16400.0
41,Land, Rover Range Rover,2018,3.0,60000.0,150450.0
42,Hyundai, i40,2012,1.7,274000.0,22500.0
43,Mercedes, C 180,1999,1.8,306000.0,11900.0
44,Volkswagen, Multivan,2013,2.0,80000.0,51000.0
45,Mercedes, E 200,2020,2.0,45000.0,103700.0
46,Ford, Mustang,2016,2.3,74550.0,41140.0
47,Lexus, LX 500d,2022,3.3,0.0,254150.0
48,Toyota, Prius,2007,1.5,195000.0,13900.0
49,Mercedes, C 250,2007,2.5,285000.0,13500.0
50,Nissan, Teana,2003,2.3,181500.0,10200.0
51,Mercedes, E 240,2001,2.4,270000.0,16900.0
52,Mitsubishi, Outlander Sport,2020,2.0,38000.0,43500.0
53,Toyota, Prado,2008,2.7,174000.0,35300.0
54,GAZ, 2705,1999,2.4,350000.0,5800.0
55,Opel, Vectra,1997,2.0,320000.0,5600.0
56,LADA, (VAZ) Niva,2022,1.7,7500.0,27000.0
57,LADA, (VAZ) 2106,1979,1.5,35000.0,2000.0
58,Mercedes, C 180,1998,1.8,202000.0,10000.0
59,Toyota, Prado,2013,2.7,143000.0,48110.0
60,Jeep, Wrangler,2020,2.0,40000.0,93500.0
61,BYD, F3,2008,1.5,410000.0,5400.0
62,Kia, Sorento,2016,2.2,150000.0,45699.0
63,Kia, Optima,2019,2.4,61155.0,28000.0
64,Opel, Astra,2007,1.7,478000.0,11000.0
65,Mercedes, Sprinter 313,2008,2.2,172315.0,26000.0
66,Opel, Zafira,2000,1.6,334253.0,8800.0
67,Jeep, Grand Cherokee,2012,3.6,218000.0,34500.0
68,Iran, Khodro Samand,2005,1.8,350000.0,4500.0
69,Toyota, Prius,2011,1.8,250000.0,18000.0
70,Ford, Fusion,2016,2.0,145000.0,24000.0
71,Hyundai, i30,2011,1.6,241000.0,15800.0
72,Hyundai, Elantra,2023,2.0,0.0,45900.0
73,Toyota, Yaris Cross,2022,1.5,0.0,45600.0
74,Hyundai, Grandeur,2022,2.4,0.0,74500.0
75,LADA, (VAZ) Niva Bronto,2023,1.7,0.0,25500.0
76,Toyota, Prius,2007,1.5,353000.0,13500.0
77,Mercedes, ML 63 AMG,2013,5.5,128000.0,85000.0
78,Kia, Sorento,2014,2.0,67500.0,32900.0
79,BMW, X5,2018,3.0,56000.0,149090.0
80,BMW, 528,2012,2.0,162000.0,42000.0
81,Kia, Cerato,2010,1.6,321000.0,17900.0
82,Ford, Transit,2008,2.2,196400.0,23300.0
83,BMW, 525,2000,2.5,360000.0,13500.0
84,BMW, 535,2015,3.0,62000.0,43690.0
85,Hyundai, Santa Fe,2010,2.4,141000.0,24900.0
86,DFSK, C-35,2023,1.5,0.0,31500.0
87,Mitsubishi, Outlander,2023,2.5,0.0,69530.0
88,Chevrolet, Lacetti,2006,1.6,285000.0,8800.0
89,Lexus, LX 450,2016,4.5,180431.0,130900.0
90,Kia, Ceed,2011,1.4,135905.0,14800.0
91,Daewoo, Gentra,2014,1.5,158345.0,12500.0
92,BMW, 328,2015,2.0,185000.0,34000.0
93,Toyota, Prado,2012,2.7,120000.0,48000.0
94,Hyundai, Accent,2014,1.6,94583.0,19000.0
95,LADA, (VAZ) Niva,2015,1.7,84300.0,13500.0
96,Hyundai, Tucson,2006,2.0,203000.0,14900.0
97,Hyundai, Elantra,2012,1.8,151000.0,20500.0
98,Nissan, Navara,2011,2.5,221000.0,30500.0
99,Land, Rover Range Rover,2019,3.0,33500.0,235450.0
100,GAZ, 3302-288,2003,2.5,83272.0,14500.0
101,Opel, Astra,2006,1.3,160000.0,12700.0
102,Kia, Sorento,2012,2.0,198085.0,31500.0
103,Hyundai, Sonata,2010,2.4,203000.0,20800.0
104,Chevrolet, Cruze,2011,1.8,177300.0,12800.0
105,Kia, Sorento,2016,2.0,140000.0,44699.0
106,Mercedes, C 200,2022,1.6,5000.0,43350.0
107,LADA, (VAZ) Priora,2015,1.6,372000.0,11200.0
108,BMW, iX,2022,0.0,0.0,151300.0
109,Land, Rover Defender,2023,3.0,0.0,276250.0
110,Mercedes, S 350,2010,3.5,176000.0,38900.0
111,Geely, Emgrand,2023,1.5,0.0,34900.0
112,Mercedes, B 180,2013,1.8,157000.0,25500.0
113,Toyota, Corolla,2016,1.8,120701.0,23600.0
114,Mini, Clubman,2017,2.0,77000.0,31620.0
115,Porsche, Taycan 4S,2021,0.0,17900.0,229500.0
116,Land, Rover Range Rover,2014,3.0,194000.0,104550.0
117,Hyundai, Elantra,2014,1.8,215652.0,19500.0
118,Mercedes, C 220,1999,2.2,428000.0,15800.0
119,Audi, A4,2015,1.8,58000.0,30600.0
120,Volkswagen, Golf,2010,1.6,230050.0,12800.0
121,Toyota, Prius,2007,1.5,292922.0,15000.0
122,Mercedes, C 180,1994,1.8,325000.0,7900.0
123,LADA, (VAZ) 2107,2009,1.6,150000.0,6200.0
124,Opel, Astra,2000,1.6,400000.0,7600.0
125,LADA, (VAZ) 2106,1981,1.5,43062.0,3300.0
126,Renault, Scenic,2009,1.5,290000.0,13300.0
127,Khazar, SD,2019,1.7,163000.0,9900.0
128,Mercedes, C 230,2003,2.5,365000.0,11700.0
129,Kia, Cadenza,2018,3.3,77000.0,58650.0
130,KamAz, 6520,2012,11.0,47000.0,26700.0
131,LADA, (VAZ) 2112,2008,1.6,203846.0,7500.0
132,Toyota, Prado,2007,4.0,158400.0,33660.0
133,LADA, (VAZ) 2107,2002,1.6,100000.0,2300.0
134,Kia, Carnival,2016,2.2,123000.0,42699.0
135,Iran, Khodro Samand,2006,1.8,180000.0,1600.0
136,LADA, (VAZ) 2106,1983,1.6,85000.0,4300.0
137,Mercedes, 190,1991,2.0,450000.0,6200.0
138,BMW, 735,2002,3.5,495000.0,11000.0
139,Nissan, Sunny,2016,1.2,68000.0,16300.0
140,KamAz, 5511,1989,11.0,468919.0,16000.0
141,Chery, Sweet (QQ),2006,0.8,160000.0,3300.0
142,Hyundai, Elantra,2012,1.8,267000.0,19799.0
143,Mercedes, Atego 1229,2007,4.3,473000.0,53000.0
144,Infiniti, FX35,2011,3.5,149000.0,31500.0
145,BMW, iX,2022,0.0,0.0,164050.0
146,Volkswagen, ID.6,2022,0.0,0.0,79900.0
147,Chevrolet, Tracker,2023,1.2,0.0,43500.0
148,Toyota, Prius,2009,1.5,290000.0,16800.0
149,Land, Rover Discovery,2018,2.0,75000.0,94350.0
150,BMW, 530,2017,2.0,62000.0,70550.0
151,Toyota, Highlander,2022,2.5,17000.0,94350.0
152,BMW, 528,2012,2.0,162000.0,42000.0
153,LADA, (VAZ) 2106,1985,1.5,222222.0,4000.0
154,Infiniti, QX56,2007,5.6,405000.0,28000.0
155,Mercedes, GL 500,2014,4.7,155500.0,68850.0
156,Mercedes, Atego 1229,2007,4.3,473000.0,53000.0
157,Opel, Astra,2007,1.3,242000.0,11500.0
158,Kia, Ceed,2007,1.6,226466.0,14500.0
159,Mercedes, Axor 2529,2007,6.4,700000.0,66000.0
160,Mercedes, E 220,2007,2.2,253500.0,24300.0
161,LADA, (VAZ) Niva,2013,1.7,136000.0,10300.0
162,Hyundai, Sonata,2008,2.4,190000.0,16500.0
163,Opel, Vectra,1997,2.0,220000.0,5700.0
164,Ford, Fusion,2017,1.5,179000.0,24900.0
165,Hyundai, i30,2008,1.6,188000.0,15500.0
166,Hyundai, i30,2010,1.6,207485.0,15500.0
167,Toyota, Prius,2007,1.5,215000.0,15100.0
168,Mercedes, Atego 1229,2011,6.4,353000.0,57000.0
169,Hyundai, i30,2008,1.6,181000.0,15500.0
170,Mercedes, Vito 115,2007,2.2,425000.0,26500.0
171,Skoda, Rapid,2020,1.6,46500.0,27000.0
172,Kia, Ceed,2010,1.6,243000.0,16200.0
173,Toyota, RAV4,2020,2.5,43000.0,64430.0
174,Mercedes, E 230,1997,2.3,341000.0,9000.0
175,Mercedes, Axor 2533,2009,7.0,694000.0,81600.0
176,Hyundai, Elantra,2013,1.6,150000.0,24000.0
177,Mitsubishi, Outlander Sport,2011,2.0,187452.0,21800.0
178,Kia, Picanto,2013,1.0,118568.0,13800.0
179,Chevrolet, Cruze,2014,1.4,237000.0,14600.0
180,Hyundai, Grandeur,2020,2.4,63810.0,71300.0
181,Chevrolet, Traverse,2022,3.6,0.0,118830.0
182,Kia, Cerato,2018,2.0,113895.0,22800.0
183,Mercedes, S 350,2010,3.5,176000.0,38900.0
184,Hyundai, ix35,2012,2.0,121876.0,27500.0
185,Peugeot, Expert,2013,2.0,246000.0,23000.0
186,Kia, Sorento,2007,2.5,307000.0,16000.0
187,Porsche, Panamera GTS,2014,4.8,136000.0,83300.0
188,Land, Rover Range Rover,2013,3.0,173000.0,93500.0
189,Hyundai, Sonata,2021,2.0,36000.0,50490.0
190,Toyota, Land Cruiser,2013,4.5,167000.0,79560.0
191,Honda, Insight,2022,1.5,3500.0,38760.0
192,Ford, Mustang,2015,2.3,83000.0,44200.0
193,Kia, Rio,2013,1.4,165000.0,16600.0
194,Kia, Sorento,2010,2.0,172000.0,28300.0
195,GAC, GS5,2014,2.0,223523.0,16700.0
196,Mercedes, Axor 2540,2008,12.0,580000.0,88400.0
197,LADA, (VAZ) 2107,2006,1.6,60000.0,5700.0
198,Mercedes, E 240,2001,2.4,167000.0,14500.0
199,Chevrolet, Cruze,2012,1.4,196000.0,13900.0
200,Chevrolet, Cruze,2013,1.4,168000.0,13800.0
201,Mitsubishi, Pajero,2010,3.5,138000.0,30500.0
202,BMW, 520,2011,2.0,190000.0,37300.0
203,Toyota, Land Cruiser,2021,3.3,25000.0,177990.0
204,BMW, 528,2015,2.0,103000.0,43350.0
205,Ford, Transit,2015,2.2,219200.0,59500.0
206,Mercedes, E 240,2000,2.4,197000.0,14500.0
207,Kia, Ceed,2008,1.4,188000.0,14400.0
208,Mercedes, Axor 1833,2009,7.5,452000.0,68000.0
209,Kia, Sorento,2009,2.0,202000.0,27800.0
210,Mercedes, E 300 e,2021,2.0,20000.0,102510.0
211,Mitsubishi, Pajero io,2000,1.8,152400.0,6500.0
212,Chevrolet, Cruze,2012,1.4,216000.0,13200.0
213,Hyundai, Santa Fe,2009,2.0,210000.0,26800.0
214,Mitsubishi, Pajero,2007,3.0,320000.0,22000.0
215,Nissan, Teana,2008,2.5,197356.0,16500.0
216,GAZ, Biznes 330273,2023,2.7,0.0,47500.0
217,Bentley, Continental GT,2019,6.0,9130.0,457300.0
218,Kia, Sorento,2020,1.6,44500.0,69530.0
219,GAZ, Next A21R22-30,2023,2.8,0.0,45500.0
220,Land, Rover RR Sport,2016,3.0,105000.0,94350.0
221,Hyundai, Elantra,2008,1.6,188851.0,16400.0
222,Mercedes, Vito 108,1998,2.3,450000.0,10200.0
223,Land, Rover Defender,2021,3.0,15000.0,215900.0
224,Mercedes, E 350,2007,3.5,191000.0,25500.0
225,Lexus, GX 460,2013,4.6,182000.0,70720.0
226,Lexus, LX 570,2012,5.6,105400.0,86360.0
227,Opel, Astra,2006,1.3,287000.0,10300.0
228,Mitsubishi, Pajero,2007,3.0,320000.0,22000.0
229,Nissan, Teana,2008,2.5,197356.0,16500.0
230,Kia, Sorento,2010,2.0,55332.0,28500.0
231,Toyota, Camry,2020,2.5,4700.0,57460.0
232,BMW, 530,2017,2.0,102000.0,65110.0
233,Mercedes, Axor 2540,2007,13.0,800000.0,71400.0
234,Ford, Fusion,2018,1.5,72600.0,23000.0
235,Kia, Ceed,2007,1.6,175000.0,14500.0
236,GAZ, 24,1983,2.4,124000.0,15000.0
237,BMW, 528,1998,2.8,455000.0,9000.0
238,Mercedes, GLC 300,2019,2.0,50000.0,64260.0
239,GAZ, 33027,2021,2.7,28000.0,25500.0
240,Hyundai, Accent,2007,1.4,177000.0,12200.0
241,Lexus, LX 570,2009,5.7,175000.0,56100.0
242,Nissan, Kicks,2019,1.6,117114.0,29800.0
243,LADA, (VAZ) 2115,2011,1.6,119326.0,8500.0
244,Mercedes, Atego 818,2007,4.3,678000.0,62050.0
245,Toyota, Prius,2007,1.5,156800.0,14800.0
246,Kia, Ceed,2008,1.6,305000.0,14500.0
247,Toyota, Land Cruiser,2021,3.5,12000.0,185300.0
248,Kia, Sorento,2016,2.0,136000.0,35000.0
249,Chrysler, 300C,2007,3.0,280000.0,17900.0
250,Mercedes, E 220,2010,2.2,285000.0,29500.0
251,LADA, (VAZ) 2107,2010,1.6,85000.0,7800.0
252,Isuzu, NQR 71 PL,2022,4.5,0.0,55500.0
253,Chery, Tiggo 7 Pro,2022,1.5,0.0,44900.0
254,Mercedes, GLE 53 AMG,2020,3.0,37000.0,163198.3
255,Mitsubishi, L200,2022,2.4,0.0,54230.0
256,Opel, Omega,2000,2.2,245000.0,5500.0
257,Nissan, Maxima,2010,3.5,99800.0,26500.0
258,Mercedes, E 200,2019,2.0,153000.0,64430.0
259,Toyota, Highlander,2021,3.5,21500.0,96900.0
260,Nissan, X-Trail,2011,2.5,84000.0,25900.0
261,DongFeng, T5 EVO,2022,1.5,0.0,49900.0
262,LADA, (VAZ) 2107,2004,1.6,152000.0,5400.0
263,BMW, 528,2013,2.0,220000.0,32500.0
264,Chrysler, 300C,2007,3.0,280000.0,17900.0
265,Mercedes, E 220,2010,2.2,285000.0,29500.0
266,LADA, (VAZ) 2107,2010,1.6,85000.0,7800.0
267,Isuzu, NKR 55 L,2008,2.8,300000.0,12500.0
268,Mazda, CX-7,2008,2.3,108698.0,17500.0
269,BMW, 520,2013,2.0,195000.0,35360.0
270,Chevrolet, Camaro,2016,2.0,120000.0,36550.0
271,Honda, M-NV,2022,0.0,0.0,46500.0
272,LADA, (VAZ) 2107,2005,1.6,80956.0,5100.0
273,LADA, (VAZ) 2106,1991,1.6,66666.0,4500.0
274,BMW, 316,1994,1.6,359913.0,5800.0
275,Toyota, Prado,2007,2.7,201000.0,30500.0
276,Kia, Sorento,2013,2.2,213000.0,35200.0
277,Opel, Meriva,2009,1.3,227000.0,9700.0
278,Chevrolet, Cruze,2014,1.4,142000.0,15800.0
279,Mercedes, E 230,1996,2.3,420000.0,8900.0
280,BMW, 535,2001,3.5,300000.0,14000.0
281,Opel, Astra,2006,1.4,167504.0,11800.0
282,Hyundai, Sonata,2011,2.4,194000.0,19000.0
283,Mitsubishi, L200,2022,2.4,0.0,72930.0
284,Kia, Sorento,2013,2.0,76450.0,34800.0
285,Toyota, Camry,2011,2.4,188125.0,22900.0
286,MAN, TGA 440,2010,12.0,920000.0,57000.0
287,Renault, Megane,2005,1.5,247000.0,7900.0
288,Land, Rover RR Sport,2013,5.0,157000.0,58480.0
289,Nissan, Tiida,2012,1.5,34220.0,14700.0
290,Land, Rover RR Sport,2023,3.0,0.0,310250.0
291,Peugeot, 3008,2022,1.6,0.0,64000.0
292,Nissan, Juke,2014,1.6,146000.0,22500.0
293,LADA, (VAZ) 2107,2001,1.6,25800.0,3800.0
294,Kia, Sportage,2023,2.0,1800.0,49900.0
295,Land, Rover Discovery,2008,4.4,268000.0,32130.0
296,DongFeng, T5 EVO,2022,1.5,0.0,49900.0
297,Kia, Sportage,2019,2.0,16500.0,44000.0
298,Land, Rover RR Sport,2016,3.0,100000.0,85850.0
299,Kia, Cerato,2020,2.0,18400.0,32900.0
300,Renault, Megane,2005,1.5,247000.0,7900.0
301,LADA, (VAZ) 2114,2011,1.6,300000.0,7600.0
302,BMW, 525,2002,2.5,449000.0,13500.0
303,DFSK, C-37,2023,1.5,0.0,32600.0
304,Mercedes, E 220,2010,2.2,450000.0,22800.0
305,LADA, (VAZ) 2107,2005,1.6,69392.0,4700.0
306,Chevrolet, Cruze,2012,1.4,130000.0,14300.0
307,LADA, (VAZ) 2107,2009,1.6,145000.0,10300.0
308,Mercedes, CLA 200,2013,2.0,187000.0,38590.0
309,LADA, (VAZ) 2106,2000,1.5,111111.0,3850.0
310,Mercedes, E 350,2013,3.5,127000.0,55250.0
311,BMW, 520,2012,2.0,137000.0,35700.0
312,BMW, 528,2013,2.0,118000.0,31450.0
313,Hyundai, Santa Fe,2013,2.0,124000.0,34800.0
314,BMW, 523,1998,2.5,402000.0,10000.0
315,LADA, (VAZ) 2106,1991,1.5,62459.0,3500.0
316,BMW, 528,2015,2.0,83000.0,40460.0
317,Mercedes, C 230,1998,2.3,295000.0,10700.0
318,Toyota, Prado,2009,2.7,149000.0,37000.0
319,Hyundai, Tucson,2016,1.7,175000.0,34800.0
320,Kia, K7,2016,2.2,116000.0,41650.0
321,Hyundai, Galloper,1998,3.0,349550.0,8500.0
322,Nissan, Sunny,2019,1.5,80000.0,16500.0
323,BMW, 328,2013,2.0,140000.0,29000.0
324,Porsche, Cayenne,2018,3.0,65000.0,152150.0
325,Mercedes, E 220,2006,2.2,207000.0,22500.0
326,Skoda, Kamiq,2023,1.6,0.0,42900.0
327,Hyundai, Santa Fe,2012,2.0,163000.0,36500.0
328,Ford, Transit,2009,2.2,180000.0,27400.0
329,Toyota, Corolla,2005,1.4,188000.0,12300.0
330,Mercedes, S 63 AMG,2018,4.0,77000.0,183600.0
331,Tesla, Model 3,2020,0.0,58000.0,58650.0
332,BMW, X5,2013,3.0,146318.0,51850.0
333,Infiniti, FX35,2012,3.5,142000.0,41140.0
334,Lexus, LX 500d,2022,3.3,0.0,254150.0
335,Hyundai, Elantra,2014,1.8,169063.0,26200.0
336,Toyota, Corolla,2004,1.4,210000.0,13000.0
337,Hyundai, Accent,2007,1.4,159000.0,12400.0
338,Hyundai, Genesis,2012,3.8,221000.0,26800.0
339,BMW, 520,2016,2.0,135000.0,45050.0
340,Hyundai, Sonata,2011,2.0,167000.0,19000.0
341,Hyundai, Sonata,2010,2.4,200000.0,17900.0
342,Toyota, Corolla,2006,1.4,126000.0,14700.0
343,Toyota, Camry,2004,2.4,372000.0,11000.0
344,Mitsubishi, Outlander,2023,2.5,0.0,61030.0
345,Ssang, Yong Rexton,2005,2.7,396185.0,13700.0
346,Mercedes, G 230,1990,2.3,197900.0,28800.0
347,Subaru, Legacy,2010,3.0,123000.0,20400.0
348,Mercedes, E 280,1999,2.8,410000.0,12600.0
349,Ford, Transit,2013,2.2,198400.0,54400.0
350,BMW, X5,2016,2.0,99000.0,74460.0
351,Hyundai, Elantra,2014,1.8,113700.0,20300.0
352,Daewoo, Gentra,2013,1.5,222700.0,8600.0
353,Toyota, Camry,2000,2.2,482803.0,17000.0
354,Chevrolet, Malibu,2020,1.5,89000.0,23900.0
355,Nissan, Terrano,1995,2.7,370000.0,9800.0
356,Toyota, Yaris,2006,1.3,196500.0,13400.0
357,Changan, Raeton,2014,1.8,163000.0,16900.0
358,Ford, Transit,2013,2.2,180000.0,29500.0
359,Volkswagen, Passat,2008,2.0,254125.0,10900.0
360,Vespa, VXL 150,2022,0.2,0.0,4599.0
361,BMW, 520,2014,2.0,210000.0,41650.0
362,JAC, JS8,2022,1.5,0.0,46900.0
363,Mitsubishi, Eclipse Cross,2022,2.0,0.0,47430.0
364,BMW, X5,2013,3.0,146318.0,51850.0
365,Nissan, Navara,2011,2.5,142250.0,31500.0
366,Mercedes, E 200,2020,2.0,45000.0,103700.0
367,Ford, Transit,2008,2.2,196400.0,23300.0
368,Mercedes, GLS 400,2018,3.0,61000.0,116450.0
369,BMW, 528,2012,2.0,162000.0,42000.0
370,Kia, Sorento,2020,1.6,36000.0,68850.0
371,Mercedes, 190,1990,2.0,369852.0,6200.0
372,Volkswagen, Passat,2008,2.0,254125.0,10900.0
373,Kia, Rio,2006,1.5,248092.0,11500.0
374,Volkswagen, Passat,2013,1.8,193000.0,22400.0
375,Toyota, Land Cruiser,2022,3.5,0.0,208930.0
376,Mercedes, S 500,2017,4.7,101000.0,127498.3
377,Hyundai, Elantra,2011,1.8,175300.0,20600.0
378,Toyota, Highlander,2022,2.5,0.0,101998.3
379,Toyota, Land Cruiser,2022,3.3,0.0,205530.0
380,Toyota, Camry,2022,2.5,0.0,67660.0
381,Mitsubishi, Eclipse Cross,2022,2.0,0.0,47430.0
382,Kia, Sorento,2014,2.0,115900.0,35900.0
383,MAN, TGX 18.440,2008,12.0,1450000.0,63000.0
384,Toyota, Prius,2006,1.5,224655.0,12500.0
385,Ford, Transit,2010,2.2,211400.0,37400.0
386,Mercedes, GLS 580,2020,4.0,54000.0,243098.3
387,Kia, Cerato,2016,1.8,98700.0,19800.0
388,Hyundai, Equus,2010,4.6,175700.0,19900.0
389,Kia, Sportage,2008,2.0,200000.0,17800.0
390,Kia, Ceed,2009,1.4,185000.0,14800.0
391,Mitsubishi, Outlander,2023,2.5,0.0,61030.0
392,Kia, Sorento,2013,2.4,94000.0,29900.0
393,Opel, Vectra,1999,2.2,265000.0,6800.0
394,Mazda, CX-5,2023,2.0,0.0,55250.0
395,Daewoo, Damas,2007,0.8,319120.0,4800.0
396,DFSK, Glory 330 S Cargo,2022,1.5,0.0,25400.0
397,Changan, CS 55 Plus,2022,1.5,0.0,40900.0
398,Audi, Q7,2019,2.0,58000.0,93330.0
399,LADA, (VAZ) Niva Bronto,2023,1.7,0.0,25500.0
400,Land, Rover Range Rover,2014,5.0,128000.0,115600.0
401,BMW, 530,2017,2.0,118000.0,62900.0
402,Kia, Cerato,2016,2.0,68000.0,21500.0
403,Jeep, Wrangler,2014,3.6,141000.0,56100.0
404,Chevrolet, Malibu,2016,1.5,113000.0,18400.0
405,BMW, 320,2006,2.0,208135.0,13500.0
406,Chevrolet, Cruze,2015,1.4,180000.0,14900.0
407,Hyundai, Elantra,2022,1.6,1700.0,47260.0
408,Opel, Vectra,1999,2.2,265000.0,6800.0
409,Mazda, CX-5,2023,2.0,0.0,55250.0
410,Daewoo, Damas,2007,0.8,319120.0,4800.0
411,LADA, (VAZ) 2106,1983,1.5,22000.0,1600.0
412,Toyota, Highlander,2022,2.5,0.0,101998.3
413,Mazda, CX-9,2023,2.5,0.0,92650.0
414,Mazda, CX-9,2023,2.5,0.0,92650.0
415,Bentley, Continental Flying Spur,2011,6.2,87500.0,98598.3
416,Toyota, Prado,2023,2.8,0.0,101150.0
417,Ford, Transit,2008,2.4,167605.0,27500.0
418,Ford, Transit,2008,3.2,127772.0,35000.0
419,Ford, Transit,2011,2.4,126647.0,31500.0
420,Toyota, Highlander,2022,2.5,0.0,108630.0
421,Kia, Carens,2013,2.0,71000.0,25500.0
422,Ford, Transit,2010,3.2,155613.0,29000.0
423,Toyota, Prado,2023,2.8,0.0,101150.0
424,Hyundai, Accent,2007,1.5,192000.0,13000.0
425,Ford, Transit,2009,2.4,175559.0,29500.0
426,Ford, Transit,2006,2.4,200176.0,23500.0
427,Ford, Transit,2011,2.4,240845.0,32000.0
428,Toyota, Avalon,2022,2.5,0.0,105230.0
429,Hyundai, Accent,2003,1.6,335000.0,7900.0
430,Ford, Transit,2010,2.2,153898.0,22000.0
431,LADA, (VAZ) 2107,2007,1.6,13201.0,6500.0
432,Kia, K7,2020,2.4,43004.0,72300.0
433,Mercedes, GLE 53 AMG Coupe,2020,3.0,37000.0,180198.3
434,Bestune, T77,2022,1.5,0.0,45900.0
435,Yamaha, MT-15,2023,0.2,0.0,7699.0
436,Land, Rover RR Sport,2016,3.0,105000.0,94350.0
437,Nissan, Qashqai,2009,2.0,129300.0,17900.0
438,BMW, 328,2014,2.0,190000.0,28000.0
439,Daewoo, Nexia,2009,1.5,254542.0,4700.0
440,BMW, X5,2018,3.0,159000.0,72930.0
441,Lexus, LX 500d,2023,3.3,0.0,271150.0
442,Mercedes, Sprinter 313,2007,2.2,187400.0,26400.0
443,Kia, Sorento,2012,2.0,137200.0,34800.0
444,Hyundai, Sonata,2014,2.0,160000.0,23400.0
445,Toyota, Camry,2008,2.4,285500.0,19800.0
446,Opel, Astra,1997,1.6,726000.0,5300.0
447,Mercedes, E 300,2017,2.0,44100.0,79560.0
448,Mercedes, Vito 111,2009,2.2,315000.0,21000.0
449,Ford, Fusion,2015,1.5,165000.0,23500.0
450,Tofas, Sahin,2004,1.6,167000.0,5500.0
451,Mitsubishi, Outlander,2023,2.5,0.0,65450.0
452,ZAZ, Tavriya,1990,1.2,300000.0,900.0
453,BMW, 325,2006,2.5,309000.0,23000.0
454,Ford, Fusion,2015,1.5,79000.0,18900.0
455,Kia, Ceed,2007,1.4,200000.0,13100.0
456,Ford, Transit,2007,2.4,157600.0,28500.0
457,Mercedes, GLC 300,2016,2.0,125000.0,50150.0
458,BMW, 320,2013,2.0,127000.0,26500.0
459,Infiniti, FX35,2012,3.5,114100.0,40970.0
460,Hyundai, Sonata,2020,2.0,0.0,61198.299999999996
461,Mercedes, Atego 816,2007,4.3,357600.0,51850.0
462,LADA, (VAZ) 2107,2010,1.6,38700.0,7700.0
463,Chevrolet, Cruze,2017,1.4,156000.0,16500.0
464,Chevrolet, Aveo,2013,1.4,166000.0,12500.0
465,Lexus, LX 570,2010,5.7,116000.0,73100.0
466,BMW, 535,2015,3.0,137000.0,54060.0
467,Fiat, Doblo,2016,1.4,22800.0,26500.0
468,Geely, Monjaro,2022,1.5,5200.0,71400.0
469,Bentley, Continental Flying Spur,2010,6.0,65000.0,105400.0
470,Kia, Optima,2013,2.0,220000.0,24400.0
471,Land, Rover Range Rover,2019,3.0,33398.0,235450.0
472,BMW, 540,2018,3.0,39500.0,96900.0
473,Kia, Sorento,2018,2.2,98000.0,53000.0
474,Land, Rover Range Rover,2008,4.2,199000.0,34000.0
475,Porsche, Cayenne GTS,2010,4.8,177000.0,35800.0
476,Land, Rover Defender,2021,2.0,17000.0,188700.0
