,make,type,year,engine,mileage,price_in_azn
7420,BMW, X2,2018,2.0,62000.0,49300.0
7421,Land, Rover Range Rover,2010,5.0,170000.0,53550.0
7422,LADA, (VAZ) 2107,2011,1.6,97000.0,7800.0
7423,Toyota, Camry,2019,2.5,65000.0,46580.0
7424,Land, Rover RR Sport,2015,3.0,79000.0,79050.0
7425,Chevrolet, Cruze,2015,1.4,132000.0,16900.0
7426,BMW, 528,2015,2.0,110000.0,38080.0
7427,BMW, 530,2009,3.0,139477.0,15000.0
7428,Hyundai, Tucson,2007,2.0,240000.0,16200.0
7429,Nissan, X-Trail,2003,2.0,223468.0,12400.0
7430,BMW, 730,2006,3.0,220000.0,19500.0
7431,LADA, (VAZ) 2107,2007,1.6,17000.0,7000.0
7432,Mercedes, Sprinter 316,2013,2.2,170000.0,60000.0
7433,LADA, (VAZ) 2107,2009,1.6,48000.0,5800.0
7434,Toyota, Prado,2010,2.7,229000.0,39000.0
7435,Mercedes, GLS 400,2018,3.0,61000.0,116450.0
7436,LADA, (VAZ) Niva,1998,1.7,232000.0,4500.0
7437,Nissan, Tiida,2011,1.5,58000.0,14300.0
7438,Mercedes, GL 550,2008,5.5,275611.0,29000.0
7439,BMW, 520,2018,2.0,57000.0,69700.0
7440,Mercedes, C 220,1997,2.2,310000.0,7300.0
7441,Chevrolet, Cruze,2017,1.4,170000.0,17500.0
7442,Lexus, LX 570,2013,5.7,124000.0,90950.0
7443,Kia, Optima,2013,2.0,158000.0,21800.0
7444,Ravon, Nexia R3,2017,1.5,112876.0,11500.0
7445,Kia, Ceed,2008,1.6,183765.0,15500.0
7446,Kia, Optima,2012,2.0,140000.0,20700.0
7447,Mitsubishi, Pajero io,2000,1.8,381000.0,6700.0
7448,Hyundai, Santa Fe,2007,2.7,166221.0,19400.0
7449,Volkswagen, Passat,2010,1.8,100000.0,13900.0
7450,Chevrolet, Nexia,2022,1.5,56000.0,24188.0
7451,Mercedes, E 320,2000,3.2,290000.0,16300.0
7452,Mitsubishi, Pajero Sport,2022,2.4,0.0,76330.0
7453,Mercedes, GLE 450,2021,3.0,12000.0,167450.0
7454,MG, RX8,2022,2.0,0.0,65500.0
7455,Chery, Tiggo 8 Pro e+,2023,1.5,0.0,64900.0
7456,Toyota, Prado,2013,2.7,55000.0,52000.0
7457,Land, Rover Range Rover,2017,5.0,40000.0,164900.0
7458,Kia, Cadenza,2018,3.3,77000.0,58650.0
7459,Kia, Sorento,2015,2.0,159300.0,43000.0
7460,Soueast, DX5,2022,1.5,0.0,41700.0
7461,Land, Rover Discovery,2018,2.0,75000.0,94350.0
7462,Mitsubishi, Pajero,2015,3.8,194000.0,42500.0
7463,Volvo, XC90,2017,2.0,78000.0,79050.0
7464,Audi, S8,2014,4.0,112000.0,89720.9
7465,Chevrolet, Cruze,2014,1.4,253000.0,12800.0
7466,Volkswagen, ID.6,2022,0.0,0.0,70550.0
7467,Land, Rover Range Rover,2021,3.0,95700.0,200220.9
7468,Mercedes, S 350 d 4Matic,2022,3.0,68500.0,242720.9
7469,Mercedes, GLC 200 Coupe,2020,2.0,21000.0,99920.9
7470,BMW, 530e,2021,2.0,17000.0,106720.9
7471,LADA, (VAZ) 2107,2009,1.5,125658.0,7600.0
7472,Land, Rover Range Rover,2013,3.0,195000.0,91800.0
7473,Hyundai, Santa Fe,2012,2.0,211000.0,32900.0
7474,Toyota, Prius,2008,1.5,229404.0,12900.0
7475,Hyundai, Santa Fe,2012,2.0,93585.0,29500.0
7476,Nissan, Patrol,2023,4.0,0.0,191250.0
7477,Hyundai, i30,2011,1.6,226000.0,17800.0
7478,Mercedes, C 200,2022,1.5,0.0,118620.9
7479,Volkswagen, Touareg,2021,3.0,8700.0,123720.9
7480,Ford, Transit,1997,2.5,737647.0,14500.0
7481,Lexus, LX 500d,2022,3.3,0.0,258020.9
7482,Mercedes, GLE 350,2015,3.0,139500.0,81220.9
7483,Mercedes, GL 500,2013,4.7,185100.0,55720.9
7484,Mercedes, E 300,1993,3.0,371000.0,6600.0
7485,Hyundai, i30,2008,1.6,197000.0,14500.0
7486,Volkswagen, Touareg,2014,3.6,115000.0,55720.9
7487,BMW, 330e,2020,2.0,23000.0,79520.9
7488,Toyota, Camry,2022,2.5,10450.0,80750.0
7489,Toyota, Camry,2018,2.5,56200.0,43010.0
7490,Cadillac, Escalade,2022,6.2,0.0,509243.5
7491,Audi, Q8,2019,3.0,39000.0,121550.0
7492,Toyota, Camry,2019,2.5,65000.0,46580.0
7493,Hyundai, Staria,2022,2.2,3500.0,105230.0
7494,Kia, Ceed,2008,1.4,228000.0,12300.0
7495,Kia, Sorento,2017,2.2,125000.0,51000.0
7496,Toyota, RAV4,2021,2.0,20000.0,55760.0
7497,Hyundai, Accent,2021,1.6,38000.0,27800.0
7498,Toyota, Corolla,2020,1.8,78000.0,32300.0
7499,Kia, Sportage,2019,2.0,16500.0,44000.0
7500,Volkswagen, Touareg,2014,3.6,115000.0,55720.9
7501,BMW, 330e,2020,2.0,23000.0,79520.9
7502,BMW, 520e,2020,2.0,4500.0,82920.9
7503,Mercedes, E 350,2012,3.0,238000.0,42500.0
7504,Land, Rover Range Rover,2015,3.0,172000.0,99920.9
7505,Mercedes, S 500,2013,4.7,118800.0,79520.9
7506,Land, Rover Range Rover,2018,3.0,118900.0,157720.9
7507,Chevrolet, Equinox,2018,1.5,54200.0,25900.0
7508,BMW, X7,2019,3.0,71100.0,161120.9
7509,Land, Rover Defender,2021,2.0,26500.0,203620.9
7510,Mercedes, GLS 450,2022,3.0,0.0,239320.9
7511,Toyota, Prius,2008,1.5,270000.0,15000.0
7512,Porsche, Panamera 4S,2017,2.9,68800.0,142420.9
7513,Nissan, Patrol,2021,4.0,35000.0,145820.9
7514,Mercedes, E 250,2015,2.0,241011.0,47618.7
7515,Toyota, Prado,2012,2.7,92000.0,50000.0
7516,GAZ, 24-02,1987,2.4,150000.0,3150.0
7517,Lexus, NX 200,2022,2.0,0.0,81220.9
7518,Jeep, Gladiator,2021,3.6,3000.0,183220.9
7519,BMW, 520,2015,2.0,200000.0,38930.0
7520,Nissan, Tiida,2012,1.5,34220.0,14700.0
7521,Land, Rover RR Sport,2020,2.0,28000.0,162820.9
7522,Kia, Sorento,2015,2.2,109353.0,45300.0
7523,Toyota, RAV4,2023,2.5,0.0,72250.0
7524,Fiat, Fiorino,2022,1.4,0.0,25100.0
7525,BMW, X6 M,2020,4.4,19500.0,248200.0
7526,Kia, Sportage,2023,1.6,0.0,54000.0
7527,Hyundai, Santa Fe,2012,2.0,50600.0,33500.0
7528,Infiniti, FX35,2007,3.5,219000.0,20800.0
7529,BMW, X7,2023,3.0,0.0,254150.0
7530,Mercedes, C 180,2021,1.5,22000.0,81220.9
7531,Kia, Ceed,2009,1.6,164800.0,18900.0
7532,Mercedes, CLA 45 S AMG,2016,2.0,91000.0,62900.0
7533,Mercedes, S 320,2000,3.2,254000.0,14000.0
7534,Kia, Sportage,2013,2.0,193242.0,28500.0
7535,Hyundai, i30,2009,1.6,270000.0,17300.0
7536,Mercedes, Viano,2010,2.2,261000.0,39950.0
7537,SEAT, Leon,2014,1.8,165000.0,18800.0
7538,Chevrolet, Malibu,2018,1.5,147000.0,21000.0
7539,Nissan, Tiida,2012,1.5,48000.0,14600.0
7540,Mercedes, 190,1992,1.8,310000.0,5500.0
7541,Renault, Megane,2012,1.6,215000.0,10700.0
7542,Toyota, Land Cruiser,2014,4.6,86000.0,88400.0
7543,Mercedes, GL 500,2013,4.7,169000.0,56950.0
7544,Lexus, GX 470,2008,4.7,201168.0,41000.0
7545,Mercedes, GLB 35 AMG,2020,2.0,24000.0,110500.0
7546,GAZ, M-21,1961,2.4,180000.0,27500.0
7547,LADA, (VAZ) Niva,2022,1.7,21000.0,22400.0
7548,Chevrolet, Cruze,2015,1.4,129000.0,16300.0
7549,BMW, 530,2003,3.0,244000.0,15800.0
7550,Nissan, Tiida,2013,1.5,48000.0,14800.0
7551,Mercedes, GL 500,2013,4.7,118700.0,56950.0
7552,Toyota, Prius,2006,1.5,197000.0,14700.0
7553,Opel, Astra,1995,1.6,250000.0,5200.0
7554,BMW, 735,2000,3.5,192000.0,9500.0
7555,Mercedes, C 240,2002,2.6,450000.0,10600.0
7556,LADA, (VAZ) Niva,2012,1.7,40000.0,8800.0
7557,Nissan, Altima,2015,2.5,158600.0,21500.0
7558,Kia, Optima,2012,2.4,110000.0,20500.0
7559,Mercedes, 190,1991,2.0,328124.0,4900.0
7560,Haval, F7x,2021,2.0,0.0,49900.0
7561,Opel, Mokka,2022,1.2,0.0,48900.0
7562,Muravey, TGA200-01P,2023,0.2,0.0,7600.0
7563,Chevrolet, Tahoe,2022,5.3,0.0,204000.0
7564,Mercedes, E 240,1998,2.4,500000.0,12500.0
7565,Land, Rover Defender,2023,3.0,0.0,283900.0
7566,Toyota, Prius,2011,1.8,120370.0,23800.0
7567,Toyota, Prado,2012,2.7,168000.0,47260.0
7568,Toyota, Corolla,2005,1.4,188000.0,12300.0
7569,Toyota, Corolla,2006,1.4,150000.0,14800.0
7570,Kia, Sorento,2016,2.0,178568.0,39500.0
7571,Hyundai, i40,2012,2.0,189923.0,20500.0
7572,Mercedes, 190,1991,2.0,328124.0,4900.0
7573,Mercedes, E 220,2010,2.2,254000.0,27500.0
7574,Chevrolet, Cruze,2015,1.4,174000.0,13300.0
7575,Hyundai, Santa Fe,2013,2.4,189224.0,32900.0
7576,Mercedes, Vito 115,2009,2.2,242000.0,19000.0
7577,Jeep, Grand Cherokee,2021,3.0,20000.0,80750.0
7578,Toyota, Prado,2008,2.7,141000.0,35300.0
7579,Opel, Astra,2005,1.9,412000.0,9800.0
7580,Mercedes, E 280,2001,2.8,247000.0,14800.0
7581,Toyota, Prado,2012,2.7,140000.0,48280.0
7582,Kia, Sorento,2010,2.0,252977.0,25700.0
7583,GAZ, Sobol,2007,2.3,222400.0,8300.0
7584,Mercedes, Vito 108,1998,2.3,450000.0,10200.0
7585,LADA, (VAZ) Priora,2008,1.6,122000.0,8500.0
7586,Kia, Sorento,2011,2.0,174095.0,29900.0
7587,BMW, X5,2018,3.0,57000.0,87040.0
7588,Mercedes, C 180,2014,1.6,145000.0,41650.0
7589,Opel, Astra,2005,1.4,288000.0,10600.0
7590,Mercedes, GL 450,2011,4.7,235000.0,36380.0
7591,Renault, Clio,2008,1.5,255000.0,9450.0
7592,Toyota, Avensis,2009,2.2,143000.0,22900.0
7593,Hyundai, Accent,2006,1.6,234112.0,13000.0
7594,Kia, Rio,2006,1.4,257000.0,11800.0
7595,Chevrolet, Cruze,2013,1.4,278530.0,13700.0
7596,Nissan, Patrol,2021,4.0,10000.0,161500.0
7597,Kia, Optima,2020,2.0,11000.0,61300.0
7598,Geely, Emgrand,2023,1.5,0.0,34900.0
7599,Mercedes, GLC 200 4Matic,2023,2.0,0.0,152830.0
7600,Kia, Sorento,2011,2.4,307900.0,25000.0
7601,Kia, Ceed,2011,1.6,197531.0,15800.0
7602,Mercedes, GL 63 AMG,2014,5.5,49000.0,100300.0
7603,Land, Rover Range Rover,2014,3.0,160613.0,98600.0
7604,Ford, Fusion,2016,1.5,88000.0,19800.0
7605,Mazda, CX-5,2018,2.0,23000.0,44000.0
7606,Toyota, Land Cruiser,2006,4.5,256000.0,25000.0
7607,Ford, Transit,2006,2.4,361000.0,20002.0
7608,Opel, Astra,2000,1.8,192000.0,9800.0
7609,Audi, Q8,2019,3.0,30000.0,127500.0
7610,Toyota, Tundra,2017,4.6,50000.0,101150.0
7611,Lexus, LX 500d,2023,3.3,0.0,262650.0
7612,Mercedes, GL 500,2015,4.7,46000.0,97750.0
7613,LADA, (VAZ) Vesta SW Cross,2021,1.6,29000.0,27000.0
7614,BMW, 528,2012,2.0,113200.0,28560.0
7615,Mercedes, S 500,2015,4.7,58500.0,107100.0
7616,Opel, Astra,2008,1.4,169226.0,13600.0
7617,Nissan, Altima,2011,2.5,200000.0,14900.0
7618,Opel, Astra,2009,1.3,188000.0,13800.0
7619,Kia, Ceed,2011,1.6,181000.0,16500.0
7620,Toyota, Avalon,2022,2.5,50.0,89250.0
7621,Kia, Sorento,2014,2.2,112000.0,41000.0
7622,Volkswagen, Touareg,2010,3.6,252000.0,23460.0
7623,Toyota, Highlander,2022,2.5,0.0,98600.0
7624,Mercedes, G 63 AMG,2019,4.0,47000.0,544000.0
7625,Toyota, Highlander,2022,2.5,0.0,101150.0
7626,Toyota, Highlander,2022,2.5,0.0,110330.0
7627,Hyundai, Santa Fe,2014,2.4,100000.0,38500.0
7628,Toyota, Highlander,2022,2.5,0.0,102850.0
7629,Toyota, Highlander,2022,2.5,0.0,99450.0
7630,LADA, (VAZ) Niva,2022,1.7,18000.0,23000.0
7631,Toyota, RAV4,2020,2.0,35000.0,60350.0
7632,Volkswagen, Passat,2022,1.4,0.0,72900.0
7633,Nissan, Micra,2012,1.2,43257.0,12900.0
7634,Toyota, Camry,2021,2.5,19302.0,57460.0
7635,Lexus, LX 600,2023,3.5,0.0,309398.3
7636,Mercedes, A 160,2003,1.6,170000.0,5900.0
7637,Land, Rover Range Rover,2014,5.0,71500.0,123590.0
7638,Mercedes, E 220,2007,2.2,254000.0,26900.0
7639,Mercedes, E 200,2016,2.0,351000.0,39900.0
7640,Nissan, Teana,2008,2.0,277000.0,16100.0
7641,Hyundai, Grandeur,2022,2.5,5000.0,73950.0
7642,Hyundai, i30,2010,1.4,198000.0,16000.0
7643,Opel, Astra,2008,1.3,317526.0,11900.0
7644,Mercedes, 190,1991,2.0,823036.0,6200.0
7645,BMW, 528,2014,2.0,191512.0,37060.0
7646,Ford, Focus,2007,1.6,336000.0,11500.0
7647,Mercedes, E 220,2001,2.2,462628.0,15900.0
7648,LADA, (VAZ) Priora,2012,1.6,320000.0,9800.0
7649,Chevrolet, Cruze,2014,1.4,182800.0,14400.0
7650,Dodge, Charger,2012,3.6,147000.0,29000.0
7651,Hyundai, Accent,2016,1.6,164000.0,19500.0
7652,Mazda, 3,2023,1.5,0.0,45730.0
7653,Land, Rover RR Sport,2010,5.0,201168.0,49130.0
7654,Opel, Astra,2000,1.6,352500.0,8500.0
7655,Lexus, GS 350,2012,3.5,160000.0,39950.0
7656,Hyundai, Santa Fe,2010,2.0,250000.0,26400.0
7657,Kia, Rio,2009,1.4,198000.0,12500.0
7658,Ford, Courier,2014,1.0,122000.0,22000.0
7659,Toyota, Auris,2007,1.4,300000.0,11700.0
7660,Land, Rover Range Rover,2003,4.4,232700.0,19900.0
7661,Kia, Optima,2012,2.0,168000.0,21800.0
7662,Hyundai, Elantra,2012,1.8,135000.0,22900.0
7663,Mercedes, E 350,2008,3.5,185000.0,21500.0
7664,Nissan, Tiida,2007,1.6,219000.0,8800.0
7665,Toyota, RAV4,2023,2.0,0.0,58650.0
7666,Iran, Khodro Samand,2019,1.6,143000.0,8900.0
7667,BMW, 318,2001,2.0,402000.0,9300.0
7668,LADA, (VAZ) Niva,2023,1.7,0.0,24500.0
7669,Toyota, RAV4,2023,2.5,0.0,72250.0
7670,Mercedes, GLS 450,2022,3.0,0.0,249900.0
7671,Jeep, Wrangler,2022,2.0,0.0,140420.0
7672,Volkswagen, ID.6,2022,0.0,0.0,68000.0
7673,Toyota, Land Cruiser,2008,4.7,203000.0,52360.0
7674,Toyota, Camry,2015,3.5,170000.0,44710.0
7675,Mitsubishi, Outlander Sport,2020,2.0,38000.0,43500.0
7676,BMW, 528,1998,2.8,400000.0,11200.0
7677,Opel, Astra,2012,1.3,220000.0,16202.0
7678,Kia, Cerato,2014,1.6,150460.0,25600.0
7679,Hyundai, Tucson,2016,2.0,110000.0,35500.0
7680,BMW, 318,2001,2.0,402000.0,9300.0
7681,Aston, Martin Rapide,2011,6.0,86100.0,77820.9
7682,Opel, Vectra,1997,1.8,299987.0,5600.0
7683,Infiniti, QX80,2013,5.6,75000.0,64430.0
7684,Chevrolet, Captiva,2014,2.4,10700.0,26500.0
7685,LADA, (VAZ) Granta,2015,1.6,243771.0,12600.0
7686,LADA, (VAZ) Niva,2013,1.7,127000.0,9500.0
7687,Mercedes, E 220,2008,2.2,417000.0,17800.0
7688,LADA, (VAZ) Niva,2012,1.7,182513.0,10300.0
7689,Kia, Sportage,2008,2.0,332000.0,17500.0
7690,LADA, (VAZ) Kalina,2015,1.6,150000.0,11500.0
7691,Tofas, Sahin,2004,1.7,85558.0,4650.0
7692,LADA, (VAZ) 2107,2008,1.6,24644.0,6500.0
7693,Ford, Transit,2011,2.2,250000.0,21600.0
7694,LADA, (VAZ) 21099,2001,1.6,220000.0,6800.0
7695,LADA, (VAZ) 2106,1985,1.5,23625.0,3700.0
7696,GAZ, 31105,2007,2.3,87264.0,9000.0
7697,Ford, Transit,2011,2.2,203000.0,21400.0
7698,Chevrolet, Niva,2014,1.7,200000.0,12500.0
7699,LADA, (VAZ) 2107,2007,1.6,64937.0,7000.0
7700,Toyota, Camry,2014,2.5,298000.0,29000.0
7701,Infiniti, Q50S,2021,2.5,3000.0,86360.0
7702,LADA, (VAZ) 2115,2002,1.5,354628.0,5300.0
7703,Mercedes, Sprinter 313,2011,2.2,420000.0,25600.0
7704,Lexus, NX 200,2019,2.0,45000.0,64600.0
7705,JAC, T8,2022,2.0,0.0,43500.0
7706,Lexus, LX 600,2023,3.5,0.0,303543.5
7707,Nissan, Note,2012,1.5,38500.0,13800.0
7708,Toyota, Corolla,2008,1.4,196600.0,17900.0
7709,Mercedes, E 220,2016,2.0,215000.0,64090.0
7710,Chevrolet, Malibu,2020,1.5,68924.0,25000.0
7711,Mercedes, C 200,2002,2.0,388000.0,11000.0
7712,Kia, Sorento,2009,2.0,151422.0,25900.0
7713,Toyota, Prado,2010,2.7,266000.0,40500.0
7714,BMW, 528,2012,2.0,173212.0,34850.0
7715,BMW, 530,2017,2.0,38400.0,60520.0
7716,Mercedes, Sprinter 313,2011,2.2,420000.0,25600.0
7717,Mercedes, GLK 220,2015,2.2,206000.0,46920.0
7718,Abarth, 595,2017,1.4,86000.0,15300.0
7719,BMW, 528,2016,2.0,102000.0,38420.0
7720,Toyota, Land Cruiser,2012,2.7,191000.0,42000.0
7721,Mercedes, 190,1988,2.0,314000.0,4700.0
7722,Mercedes, Sprinter 509,2008,2.2,392000.0,27800.0
7723,KamAz, 5511,1990,11.0,950000.0,22000.0
7724,LADA, (VAZ) 2112,2007,1.6,200000.0,6400.0
7725,Chevrolet, Cruze,2016,1.4,165233.0,17000.0
7726,Hyundai, i30,2008,1.4,234083.0,13400.0
7727,Mercedes, C 180,1998,2.0,312195.0,11500.0
7728,Ford, Transit,2015,2.2,285000.0,27600.0
7729,BMW, 728,2000,2.8,437637.0,12900.0
7730,Mercedes, S 320,1996,3.2,313822.0,10500.0
7731,BMW, 528,2013,2.0,180496.0,38590.0
7732,Jeep, Cherokee,1989,2.5,188569.0,3000.0
7733,Mercedes, 190,1988,2.0,123407.0,4000.0
7734,Volkswagen, Passat,2010,1.8,229500.0,11300.0
7735,LADA, (VAZ) Niva,2020,1.7,37000.0,19800.0
7736,Hyundai, Elantra,1999,1.6,400000.0,3600.0
7737,Toyota, Camry,2019,2.5,125000.0,47600.0
7738,Chevrolet, Cruze,2011,1.4,275000.0,11800.0
7739,BMW, 530,2008,3.0,258000.0,25900.0
7740,Mercedes, E 220,2016,2.2,151000.0,63410.0
7741,Nissan, Patrol,2022,4.0,0.0,186998.3
7742,Yamaha, R15 V4,2023,0.2,0.0,8799.0
7743,Toyota, Corolla,2008,1.4,190000.0,17800.0
7744,Chevrolet, Malibu,2016,1.5,113000.0,18400.0
7745,Toyota, Prius,2009,1.5,290000.0,16800.0
7746,Toyota, Prius,2012,1.8,147.0,21800.0
7747,Ford, Edge,2017,2.0,136000.0,30000.0
7748,Toyota, Land Cruiser,2008,4.7,203000.0,52360.0
7749,Chevrolet, Cobalt,2022,1.5,24500.0,20600.0
7750,Bentley, Flying Spur,2014,6.0,51000.0,159460.0
7751,Mercedes, E 270,1999,2.7,350000.0,21999.0
7752,BMW, 530,2008,3.0,258000.0,25900.0
7753,Ford, Transit,2007,2.4,300000.0,20400.0
7754,Kia, Soul,2016,1.6,82000.0,23600.0
7755,Hyundai, Tucson,2013,2.0,171000.0,27800.0
7756,Hyundai, Grand Santa Fe,2013,2.2,168000.0,42900.0
7757,Kia, Ceed,2007,1.4,173306.0,12800.0
7758,Hyundai, Sonata,2022,2.0,7000.0,55000.0
7759,MAZ, 65151,1991,5.4,298000.0,13500.0
7760,Honda, Insight,2014,1.3,170000.0,16800.0
7761,Hyundai, Sonata,2016,2.0,132820.0,27900.0
7762,Mercedes, C 180,1997,1.8,305556.0,10500.0
7763,Land, Rover Range Rover,2011,5.0,147000.0,49130.0
7764,Mercedes, C 220,2008,2.2,200000.0,22800.0
7765,Hyundai, Sonata,2008,2.0,145000.0,20100.0
7766,Hyundai, Accent,2019,1.6,43000.0,22500.0
7767,Toyota, RAV4,2020,2.0,64300.0,61540.0
7768,Kia, Optima,2014,2.0,52000.0,25900.0
7769,Hyundai, Sonata,2011,2.0,223000.0,21400.0
7770,Kia, Sorento,2009,2.0,124000.0,27700.0
7771,Hyundai, Elantra,2007,1.6,369000.0,14800.0
7772,Kia, Optima,2012,2.0,90000.0,22600.0
7773,Kia, Optima,2013,2.0,219000.0,24300.0
7774,Hyundai, Sonata,2015,2.0,129244.0,29800.0
7775,Opel, Astra,1995,1.6,416000.0,5800.0
7776,Bentley, Bentayga,2017,6.0,54285.0,304300.0
7777,Land, Rover RR Velar,2020,2.0,25000.0,129200.0
7778,GAZ, Next A22R32,2023,2.8,0.0,41500.0
7779,Mitsubishi, L200,2022,2.4,0.0,57630.0
7780,Toyota, Land Cruiser,2014,4.0,87000.0,77350.0
7781,Opel, Astra,2012,1.3,220000.0,16202.0
7782,Ford, Edge,2017,2.0,136000.0,30000.0
7783,Kia, Sorento,2014,2.0,107000.0,38800.0
7784,Hyundai, Sonata,2008,2.0,254000.0,18000.0
7785,Toyota, Avalon,2015,2.5,289682.0,42500.0
7786,Mercedes, GLB 35 AMG,2020,2.0,24000.0,110500.0
7787,Kia, Sorento,2010,2.0,234000.0,28000.0
7788,Kia, Optima,2014,2.0,128533.0,26700.0
7789,Toyota, Corolla,2008,1.4,204220.0,17900.0
7790,Mercedes, Sprinter 313,2011,2.2,420000.0,25800.0
7791,Kia, Optima,2012,2.0,118000.0,23900.0
7792,Mitsubishi, Pajero,2013,3.8,178400.0,36900.0
7793,Toyota, Prius,2007,1.5,150856.0,15400.0
7794,Mercedes, C 200,1997,2.0,213000.0,7800.0
7795,Hyundai, i30,2008,1.6,297000.0,16300.0
7796,Ford, Transit,1997,2.5,375000.0,14800.0
7797,GAZ, 33021,2008,2.3,47114.0,13000.0
7798,LADA, (VAZ) 2104,1999,1.6,12500.0,1600.0
7799,Nissan, Tiida,2007,1.6,333269.0,11800.0
7800,Mitsubishi, Pajero io,2005,2.0,256239.0,8300.0
7801,Hyundai, Accent,2011,1.6,193201.0,17900.0
7802,Lexus, LX 570,2012,5.7,145000.0,71400.0
7803,Mercedes, E 240,1998,2.4,353000.0,10400.0
7804,Dodge, Journey,2012,2.4,195000.0,21500.0
7805,Toyota, Prius,2012,1.8,186200.0,19800.0
7806,Hyundai, Elantra,2013,1.8,103000.0,20000.0
7807,Toyota, Avensis,2007,2.0,178000.0,17400.0
7808,Hyundai, Sonata,2013,2.0,106300.0,22500.0
7809,Infiniti, QX50,2018,2.0,61500.0,60350.0
7810,Hyundai, Santa Fe,2007,2.7,292900.0,16800.0
7811,Mercedes, S 500,2014,4.7,127500.0,97750.0
7812,Chery, Tiggo 7 Pro,2022,1.5,0.0,39900.0
7813,Mercedes, E 300,2017,2.0,98000.0,82920.9
7814,Hyundai, Elantra,2023,2.0,0.0,45900.0
7815,Mercedes, S 500,2014,4.7,119000.0,84150.0
7816,DAF, XF 460 FT,2013,13.0,1000000.0,79000.0
7817,Honda, Civic,2006,1.3,178000.0,12500.0
7818,BMW, X7,2023,3.0,0.0,253130.0
7819,Toyota, Camry,2006,2.4,280000.0,16900.0
7820,Hyundai, Santa Fe,2013,2.4,116000.0,32200.0
7821,Ford, Ecosport,2017,1.5,52000.0,21500.0
7822,LADA, (VAZ) Priora,2018,1.6,105000.0,17500.0
7823,Mercedes, E 300 e,2021,2.0,46000.0,92650.0
7824,Hyundai, Sonata,2008,2.4,369000.0,16800.0
7825,Mazda, CX-5,2018,2.0,95000.0,38760.0
7826,Hyundai, Santa Fe,2009,2.0,62000.0,23900.0
7827,Hyundai, Elantra,2013,1.8,218000.0,22400.0
7828,Kia, Optima,2017,2.4,109000.0,27900.0
7829,LADA, (VAZ) 2115,2010,1.6,215000.0,8600.0
7830,Opel, Astra,1999,1.6,313313.0,10000.0
7831,Lexus, LX 570,2013,5.7,111000.0,93330.0
7832,LADA, (VAZ) 2107,2001,1.6,68386.0,4400.0
7833,Kia, Ceed,2007,1.6,186000.0,12900.0
7834,Opel, Astra,2005,1.4,270000.0,11900.0
7835,Nissan, Sunny,2011,1.6,238000.0,15900.0
7836,Lifan, 620,2010,1.5,145600.0,5900.0
7837,Toyota, Prado,2012,2.7,158000.0,46750.0
7838,Mercedes, C 180,1994,1.8,372667.0,7000.0
7839,Hyundai, Sonata,2004,2.0,325346.0,8700.0
7840,Volkswagen, Touareg,2008,3.6,192000.0,19900.0
7841,Dodge, Durango,2011,3.6,152000.0,29900.0
7842,Kia, Sorento,2010,2.0,165000.0,27900.0
7843,Land, Rover Range Rover,2011,5.0,168900.0,52530.0
7844,Mercedes, C 300,2015,2.0,145000.0,40630.0
7845,Mercedes, E 260,2005,2.6,315505.0,17500.0
7846,Kia, Sorento,2015,2.2,138000.0,42900.0
7847,Ford, Mustang,2015,2.3,81000.0,38930.0
7848,Chevrolet, Cobalt,2022,1.5,0.0,21500.0
7849,Skoda, Kamiq,2023,1.6,0.0,42900.0
7850,Hyundai, Elantra,2023,1.6,0.0,43900.0
7851,Land, Rover Discovery,2013,5.0,132372.0,46818.0
7852,Opel, Astra,2007,1.4,136000.0,11300.0
7853,LADA, (VAZ) Niva,2015,1.7,84300.0,13500.0
7854,BMW, 320,2005,2.0,302000.0,20500.0
7855,GAZ, 12 ЗИМ,1955,3.5,1200.0,73100.0
7856,Kia, Rio,2013,1.4,225000.0,15500.0
7857,Hyundai, Elantra,2014,1.8,156000.0,18700.0
7858,Hyundai, Accent,2008,1.4,220000.0,11700.0
7859,Toyota, Corolla,2004,1.4,185000.0,14200.0
7860,Kia, Sorento,2015,2.2,138000.0,42900.0
7861,Ford, Mustang,2015,2.3,81000.0,38930.0
7862,Toyota, Highlander,2020,3.5,25858.0,86700.0
7863,Renault, Megane,2006,1.5,400000.0,10000.0
7864,Jeep, Grand Cherokee,2013,3.6,152000.0,45050.0
7865,Chevrolet, Cruze,2014,1.4,195000.0,15000.0
7866,Mercedes, E 220,2016,2.2,165000.0,72250.0
7867,Honda, Civic,2008,1.3,172000.0,12700.0
7868,Hyundai, Santa Fe,2009,2.0,250000.0,24500.0
7869,Toyota, Land Cruiser,2011,4.0,190000.0,54400.0
7870,Toyota, Prius,2008,1.5,248000.0,15200.0
7871,Ford, Transit,2010,2.2,186000.0,18800.0
7872,LADA, (VAZ) 2106,1987,1.3,81973.0,5300.0
7873,Hyundai, Elantra,2016,2.0,99000.0,25400.0
7874,Mercedes, CLA 250,2015,2.0,113000.0,45050.0
7875,Kia, Seltos,2023,2.0,0.0,49900.0
7876,Kia, Sportage,2023,1.6,0.0,61900.0
7877,Toyota, Prado,2007,4.0,236500.0,36800.0
7878,Hyundai, Santa Fe,2011,2.4,134000.0,25900.0
7879,Kia, Carens,2006,2.0,216000.0,18000.0
7880,Hyundai, Santa Fe,2014,2.4,89000.0,41000.0
